Project,SOW Pole,OneMap Pole,Match Type,Confidence,Distance (m),Verification Status
"louissep15","LAW.P.D254","LAW.P.D254","numeric_suffix",95%,,
"louissep15","LAW.P.D255","LAW.P.D255","numeric_suffix",95%,,
"louissep15","LAW.P.D256","LAW.P.D256","numeric_suffix",95%,,
"louissep15","LAW.P.D257","LAW.P.D257","numeric_suffix",95%,,
"louissep15","LAW.P.D258","LAW.P.D258","numeric_suffix",95%,,
"louissep15","LAW.P.D259","LAW.P.D259","numeric_suffix",95%,,
"louissep15","LAW.P.D260","LAW.P.D260","numeric_suffix",95%,,
"louissep15","LAW.P.D261","LAW.P.D261","numeric_suffix",95%,,
"louissep15","LAW.P.D262","LAW.P.D262","numeric_suffix",95%,,
"louissep15","LAW.P.D263","LAW.P.D263","numeric_suffix",95%,,
"louissep15","LAW.P.D264","LAW.P.D264","numeric_suffix",95%,,
"louissep15","LAW.P.D265","LAW.P.D265","numeric_suffix",95%,,
"louissep15","LAW.P.D266","LAW.P.D266","numeric_suffix",95%,,
"louissep15","LAW.P.D267","LAW.P.D267","numeric_suffix",95%,,
"louissep15","LAW.P.D268","LAW.P.D268","numeric_suffix",95%,,
"louissep15","LAW.P.D269","LAW.P.D269","numeric_suffix",95%,,
"louissep15","LAW.P.D270","LAW.P.D270","numeric_suffix",95%,,
"louissep15","LAW.P.D271","LAW.P.D271","numeric_suffix",95%,,
"louissep15","LAW.P.D272","LAW.P.D272","numeric_suffix",95%,,
"louissep15","LAW.P.D273","LAW.P.D273","numeric_suffix",95%,,
"louissep15","LAW.P.D274","LAW.P.D274","numeric_suffix",95%,,
"louissep15","LAW.P.D275","LAW.P.D275","numeric_suffix",95%,,
"louissep15","LAW.P.D276","LAW.P.D276","numeric_suffix",95%,,
"louissep15","LAW.P.D277","LAW.P.D277","numeric_suffix",95%,,
"louissep15","LAW.P.D278","LAW.P.D278","numeric_suffix",95%,,
"louissep15","LAW.P.D279","LAW.P.D279","numeric_suffix",95%,,
"louissep15","LAW.P.D280","LAW.P.D280","numeric_suffix",95%,,
"louissep15","LAW.P.D281","LAW.P.D281","numeric_suffix",95%,,
"louissep15","LAW.P.D282","LAW.P.D282","numeric_suffix",95%,,
"louissep15","LAW.P.D283","LAW.P.D283","numeric_suffix",95%,,
"louissep15","LAW.P.D284","LAW.P.D284","numeric_suffix",95%,,
"louissep15","LAW.P.D285","LAW.P.D285","numeric_suffix",95%,,
"louissep15","LAW.P.D286","LAW.P.D286","numeric_suffix",95%,,
"louissep15","LAW.P.D287","LAW.P.D287","numeric_suffix",95%,,
"louissep15","LAW.P.D288","LAW.P.D288","numeric_suffix",95%,,
"louissep15","LAW.P.D289","LAW.P.D289","numeric_suffix",95%,,
"louissep15","LAW.P.D290","LAW.P.D290","numeric_suffix",95%,,
"louissep15","LAW.P.D291","LAW.P.D291","numeric_suffix",95%,,
"louissep15","LAW.P.D292","LAW.P.D292","numeric_suffix",95%,,
"louissep15","LAW.P.D293","LAW.P.D293","numeric_suffix",95%,,
"louissep15","LAW.P.D294","LAW.P.D294","numeric_suffix",95%,,
"louissep15","LAW.P.D295","LAW.P.D295","numeric_suffix",95%,,
"louissep15","LAW.P.D296","LAW.P.D296","numeric_suffix",95%,,
"louissep15","LAW.P.D297","LAW.P.D297","numeric_suffix",95%,,
"louissep15","LAW.P.D298","LAW.P.D298","numeric_suffix",95%,,
"louissep15","LAW.P.D299","LAW.P.D299","numeric_suffix",95%,,
"louissep15","LAW.P.D300","LAW.P.D300","numeric_suffix",95%,,
"louissep15","LAW.P.D301","LAW.P.D301","numeric_suffix",95%,,
"louissep15","LAW.P.D302","LAW.P.D302","numeric_suffix",95%,,
"louissep15","LAW.P.D303","LAW.P.D303","numeric_suffix",95%,,
"louissep15","LAW.P.D304","LAW.P.D304","numeric_suffix",95%,,
"louissep15","LAW.P.D305","LAW.P.D305","numeric_suffix",95%,,
"louissep15","LAW.P.D306","LAW.P.D306","numeric_suffix",95%,,
"louissep15","LAW.P.D307","LAW.P.D307","numeric_suffix",95%,,
"louissep15","LAW.P.D308","LAW.P.D308","numeric_suffix",95%,,
"louissep15","LAW.P.D309","LAW.P.D309","numeric_suffix",95%,,
"louissep15","LAW.P.D310","LAW.P.D310","numeric_suffix",95%,,
"louissep15","LAW.P.D311","LAW.P.D311","numeric_suffix",95%,,
"louissep15","LAW.P.D312","LAW.P.D312","numeric_suffix",95%,,
"louissep15","LAW.P.D313","LAW.P.D313","numeric_suffix",95%,,
"louissep15","LAW.P.D314","LAW.P.D314","numeric_suffix",95%,,
"louissep15","LAW.P.D315","LAW.P.D315","numeric_suffix",95%,,
"louissep15","LAW.P.D316","LAW.P.D316","numeric_suffix",95%,,
"louissep15","LAW.P.D317","LAW.P.D317","numeric_suffix",95%,,
"louissep15","LAW.P.D318","LAW.P.D318","numeric_suffix",95%,,
"louissep15","LAW.P.D319","LAW.P.D319","numeric_suffix",95%,,
"louissep15","LAW.P.D320","LAW.P.D320","numeric_suffix",95%,,
"louissep15","LAW.P.D321","LAW.P.D321","numeric_suffix",95%,,
"louissep15","LAW.P.D322","LAW.P.D322","numeric_suffix",95%,,
"louissep15","LAW.P.D323","LAW.P.D323","numeric_suffix",95%,,
"louissep15","LAW.P.D324","LAW.P.D324","numeric_suffix",95%,,
"louissep15","LAW.P.D325","LAW.P.D325","numeric_suffix",95%,,
"louissep15","LAW.P.D326","LAW.P.D326","numeric_suffix",95%,,
"louissep15","LAW.P.D327","LAW.P.D327","numeric_suffix",95%,,
"louissep15","LAW.P.D328","LAW.P.D328","numeric_suffix",95%,,
"louissep15","LAW.P.D329","LAW.P.D329","numeric_suffix",95%,,
"louissep15","LAW.P.D330","LAW.P.D330","numeric_suffix",95%,,
"louissep15","LAW.P.D331","LAW.P.D331","numeric_suffix",95%,,
"louissep15","LAW.P.D332","LAW.P.D332","numeric_suffix",95%,,
"louissep15","LAW.P.D333","LAW.P.D333","numeric_suffix",95%,,
"louissep15","LAW.P.D334","LAW.P.D334","numeric_suffix",95%,,
"louissep15","LAW.P.D335","LAW.P.D335","numeric_suffix",95%,,
"louissep15","LAW.P.D336","LAW.P.D336","numeric_suffix",95%,,
"louissep15","LAW.P.D337","LAW.P.D337","numeric_suffix",95%,,
"louissep15","LAW.P.D338","LAW.P.D338","numeric_suffix",95%,,
"louissep15","LAW.P.D339","LAW.P.D339","numeric_suffix",95%,,
"louissep15","LAW.P.D340","LAW.P.D340","numeric_suffix",95%,,
"louissep15","LAW.P.D341","LAW.P.D341","numeric_suffix",95%,,
"louissep15","LAW.P.D342","LAW.P.D342","numeric_suffix",95%,,
"louissep15","LAW.P.D343","LAW.P.D343","numeric_suffix",95%,,
"louissep15","LAW.P.D344","LAW.P.D344","numeric_suffix",95%,,
"louissep15","LAW.P.D345","LAW.P.D345","numeric_suffix",95%,,
"louissep15","LAW.P.D346","LAW.P.D346","numeric_suffix",95%,,
"louissep15","LAW.P.D347","LAW.P.D347","numeric_suffix",95%,,
"louissep15","LAW.P.D348","LAW.P.D348","numeric_suffix",95%,,
"louissep15","LAW.P.D349","LAW.P.D349","numeric_suffix",95%,,
"louissep15","LAW.P.D350","LAW.P.D350","numeric_suffix",95%,,
"louissep15","LAW.P.D351","LAW.P.D351","numeric_suffix",95%,,
"louissep15","LAW.P.D352","LAW.P.D352","numeric_suffix",95%,,
"louissep15","LAW.P.D353","LAW.P.D353","numeric_suffix",95%,,
"louissep15","LAW.P.D354","LAW.P.D354","numeric_suffix",95%,,
"louissep15","LAW.P.D355","LAW.P.D355","numeric_suffix",95%,,
"louissep15","LAW.P.D356","LAW.P.D356","numeric_suffix",95%,,
"louissep15","LAW.P.D357","LAW.P.D357","numeric_suffix",95%,,
"louissep15","LAW.P.D358","LAW.P.D358","numeric_suffix",95%,,
"louissep15","LAW.P.D359","LAW.P.D359","numeric_suffix",95%,,
"louissep15","LAW.P.D360","LAW.P.D360","numeric_suffix",95%,,
"louissep15","LAW.P.D361","LAW.P.D361","numeric_suffix",95%,,
"louissep15","LAW.P.D362","LAW.P.D362","numeric_suffix",95%,,
"louissep15","LAW.P.D363","LAW.P.D363","numeric_suffix",95%,,
"louissep15","LAW.P.D364","LAW.P.D364","numeric_suffix",95%,,
"louissep15","LAW.P.D365","LAW.P.D365","numeric_suffix",95%,,
"louissep15","LAW.P.D366","LAW.P.D366","numeric_suffix",95%,,
"louissep15","LAW.P.D367","LAW.P.D367","numeric_suffix",95%,,
"louissep15","LAW.P.D368","LAW.P.D368","numeric_suffix",95%,,
"louissep15","LAW.P.D369","LAW.P.D369","numeric_suffix",95%,,
"louissep15","LAW.P.D370","LAW.P.D370","numeric_suffix",95%,,
"louissep15","LAW.P.D371","LAW.P.D371","numeric_suffix",95%,,
"louissep15","LAW.P.D372","LAW.P.D372","numeric_suffix",95%,,
"louissep15","LAW.P.D373","LAW.P.D373","numeric_suffix",95%,,
"louissep15","LAW.P.D374","LAW.P.D374","numeric_suffix",95%,,
"louissep15","LAW.P.D375","LAW.P.D375","numeric_suffix",95%,,
"louissep15","LAW.P.D376","LAW.P.D376","numeric_suffix",95%,,
"louissep15","LAW.P.D377","LAW.P.D377","numeric_suffix",95%,,
"louissep15","LAW.P.D379","LAW.P.D379","numeric_suffix",95%,,
"louissep15","LAW.P.D380","LAW.P.D380","numeric_suffix",95%,,
"louissep15","LAW.P.D381","LAW.P.D381","numeric_suffix",95%,,
"louissep15","LAW.P.D382","LAW.P.D382","numeric_suffix",95%,,
"louissep15","LAW.P.D383","LAW.P.D383","numeric_suffix",95%,,
"louissep15","LAW.P.D384","LAW.P.D384","numeric_suffix",95%,,
"louissep15","LAW.P.D385","LAW.P.D385","numeric_suffix",95%,,
"louissep15","LAW.P.D386","LAW.P.D386","numeric_suffix",95%,,
"louissep15","LAW.P.D387","LAW.P.D387","numeric_suffix",95%,,
"louissep15","LAW.P.D388","LAW.P.D388","numeric_suffix",95%,,
"louissep15","LAW.P.D389","LAW.P.D389","numeric_suffix",95%,,
"louissep15","LAW.P.D390","LAW.P.D390","numeric_suffix",95%,,
"louissep15","LAW.P.D391","LAW.P.D391","numeric_suffix",95%,,
"louissep15","LAW.P.D392","LAW.P.D392","numeric_suffix",95%,,
"louissep15","LAW.P.D393","LAW.P.D393","numeric_suffix",95%,,
"louissep15","LAW.P.D394","LAW.P.D394","numeric_suffix",95%,,
"louissep15","LAW.P.D395","LAW.P.D395","numeric_suffix",95%,,
"louissep15","LAW.P.D396","LAW.P.D396","numeric_suffix",95%,,
"louissep15","LAW.P.D397","LAW.P.D397","numeric_suffix",95%,,
"louissep15","LAW.P.D398","LAW.P.D398","numeric_suffix",95%,,
"louissep15","LAW.P.D399","LAW.P.D399","numeric_suffix",95%,,
"louissep15","LAW.P.D400","LAW.P.D400","numeric_suffix",95%,,
"louissep15","LAW.P.D401","LAW.P.D401","numeric_suffix",95%,,
"louissep15","LAW.P.D402","LAW.P.D402","numeric_suffix",95%,,
"louissep15","LAW.P.D403","LAW.P.D403","numeric_suffix",95%,,
"louissep15","LAW.P.D404","LAW.P.D404","numeric_suffix",95%,,
"louissep15","LAW.P.D405","LAW.P.D405","numeric_suffix",95%,,
"louissep15","LAW.P.D406","LAW.P.D406","numeric_suffix",95%,,
"louissep15","LAW.P.D407","LAW.P.D407","numeric_suffix",95%,,
"louissep15","LAW.P.D408","LAW.P.D408","numeric_suffix",95%,,
"louissep15","LAW.P.D409","LAW.P.D409","numeric_suffix",95%,,
"louissep15","LAW.P.D410","LAW.P.D410","numeric_suffix",95%,,
"louissep15","LAW.P.D411","LAW.P.D411","numeric_suffix",95%,,
"louissep15","LAW.P.D412","LAW.P.D412","numeric_suffix",95%,,
"louissep15","LAW.P.D413","LAW.P.D413","numeric_suffix",95%,,
"louissep15","LAW.P.D414","LAW.P.D414","numeric_suffix",95%,,
"louissep15","LAW.P.D415","LAW.P.D415","numeric_suffix",95%,,
"louissep15","LAW.P.D416","LAW.P.D416","numeric_suffix",95%,,
"louissep15","LAW.P.D417","LAW.P.D417","numeric_suffix",95%,,
"louissep15","LAW.P.D418","LAW.P.D418","numeric_suffix",95%,,
"louissep15","LAW.P.D419","LAW.P.D419","numeric_suffix",95%,,
"louissep15","LAW.P.D420","LAW.P.D420","numeric_suffix",95%,,
"louissep15","LAW.P.D421","LAW.P.D421","numeric_suffix",95%,,
"louissep15","LAW.P.D422","LAW.P.D422","numeric_suffix",95%,,
"louissep15","LAW.P.D423","LAW.P.D423","numeric_suffix",95%,,
"louissep15","LAW.P.D424","LAW.P.D424","numeric_suffix",95%,,
"louissep15","LAW.P.D425","LAW.P.D425","numeric_suffix",95%,,
"louissep15","LAW.P.D426","LAW.P.D426","numeric_suffix",95%,,
"louissep15","LAW.P.D427","LAW.P.D427","numeric_suffix",95%,,
"louissep15","LAW.P.D428","LAW.P.D428","numeric_suffix",95%,,
"louissep15","LAW.P.D429","LAW.P.D429","numeric_suffix",95%,,
"louissep15","LAW.P.D430","LAW.P.D430","numeric_suffix",95%,,
"louissep15","LAW.P.D431","LAW.P.D431","numeric_suffix",95%,,
"louissep15","LAW.P.D432","LAW.P.D432","numeric_suffix",95%,,
"louissep15","LAW.P.D433","LAW.P.D433","numeric_suffix",95%,,
"louissep15","LAW.P.D434","LAW.P.D434","numeric_suffix",95%,,
"louissep15","LAW.P.D435","LAW.P.D435","numeric_suffix",95%,,
"louissep15","LAW.P.D436","LAW.P.D436","numeric_suffix",95%,,
"louissep15","LAW.P.D437","LAW.P.D437","numeric_suffix",95%,,
"louissep15","LAW.P.D438","LAW.P.D438","numeric_suffix",95%,,
"louissep15","LAW.P.D439","LAW.P.D439","numeric_suffix",95%,,
"louissep15","LAW.P.D440","LAW.P.D440","numeric_suffix",95%,,
"louissep15","LAW.P.D441","LAW.P.D441","numeric_suffix",95%,,
"louissep15","LAW.P.D442","LAW.P.D442","numeric_suffix",95%,,
"louissep15","LAW.P.D443","LAW.P.D443","numeric_suffix",95%,,
"louissep15","LAW.P.D444","LAW.P.D444","numeric_suffix",95%,,
"louissep15","LAW.P.D445","LAW.P.D445","numeric_suffix",95%,,
"louissep15","LAW.P.D446","LAW.P.D446","numeric_suffix",95%,,
"louissep15","LAW.P.D447","LAW.P.D447","numeric_suffix",95%,,
"louissep15","LAW.P.D448","LAW.P.D448","numeric_suffix",95%,,
"louissep15","LAW.P.D449","LAW.P.D449","numeric_suffix",95%,,
"louissep15","LAW.P.D450","LAW.P.D450","numeric_suffix",95%,,
"louissep15","LAW.P.D451","LAW.P.D451","numeric_suffix",95%,,
"louissep15","LAW.P.D452","LAW.P.D452","numeric_suffix",95%,,
"louissep15","LAW.P.D453","LAW.P.D453","numeric_suffix",95%,,
"louissep15","LAW.P.D454","LAW.P.D454","numeric_suffix",95%,,
"louissep15","LAW.P.D455","LAW.P.D455","numeric_suffix",95%,,
"louissep15","LAW.P.D456","LAW.P.D456","numeric_suffix",95%,,
"louissep15","LAW.P.D457","LAW.P.D457","numeric_suffix",95%,,
"louissep15","LAW.P.D458","LAW.P.D458","numeric_suffix",95%,,
"louissep15","LAW.P.D459","LAW.P.D459","numeric_suffix",95%,,
"louissep15","LAW.P.D460","LAW.P.D460","numeric_suffix",95%,,
"louissep15","LAW.P.D461","LAW.P.D461","numeric_suffix",95%,,
"louissep15","LAW.P.D462","LAW.P.D462","numeric_suffix",95%,,
"louissep15","LAW.P.D463","LAW.P.D463","numeric_suffix",95%,,
"louissep15","LAW.P.D464","LAW.P.D464","numeric_suffix",95%,,
"louissep15","LAW.P.D465","LAW.P.D465","numeric_suffix",95%,,
"louissep15","LAW.P.D466","LAW.P.D466","numeric_suffix",95%,,
"louissep15","LAW.P.D467","LAW.P.D467","numeric_suffix",95%,,
"louissep15","LAW.P.D468","LAW.P.D468","numeric_suffix",95%,,
"louissep15","LAW.P.D469","LAW.P.D469","numeric_suffix",95%,,
"louissep15","LAW.P.D470","LAW.P.D470","numeric_suffix",95%,,
"louissep15","LAW.P.D471","LAW.P.D471","numeric_suffix",95%,,
"louissep15","LAW.P.D472","LAW.P.D472","numeric_suffix",95%,,
"louissep15","LAW.P.D473","LAW.P.D473","numeric_suffix",95%,,
"louissep15","LAW.P.D474","LAW.P.D474","numeric_suffix",95%,,
"louissep15","LAW.P.D475","LAW.P.D475","numeric_suffix",95%,,
"louissep15","LAW.P.D476","LAW.P.D476","numeric_suffix",95%,,
"louissep15","LAW.P.D477","LAW.P.D477","numeric_suffix",95%,,
"louissep15","LAW.P.D478","LAW.P.D478","numeric_suffix",95%,,
"louissep15","LAW.P.D479","LAW.P.D479","numeric_suffix",95%,,
"louissep15","LAW.P.D480","LAW.P.D480","numeric_suffix",95%,,
"louissep15","LAW.P.D481","LAW.P.D481","numeric_suffix",95%,,
"louissep15","LAW.P.D482","LAW.P.D482","numeric_suffix",95%,,
"louissep15","LAW.P.D483","LAW.P.D483","numeric_suffix",95%,,
"louissep15","LAW.P.D484","LAW.P.D484","numeric_suffix",95%,,
"louissep15","LAW.P.D485","LAW.P.D485","numeric_suffix",95%,,
"louissep15","LAW.P.D486","LAW.P.D486","numeric_suffix",95%,,
"louissep15","LAW.P.D487","LAW.P.D487","numeric_suffix",95%,,
"louissep15","LAW.P.D488","LAW.P.D488","numeric_suffix",95%,,
"louissep15","LAW.P.D489","LAW.P.D489","numeric_suffix",95%,,
"louissep15","LAW.P.D490","LAW.P.D490","numeric_suffix",95%,,
"louissep15","LAW.P.D491","LAW.P.D491","numeric_suffix",95%,,
"louissep15","LAW.P.D492","LAW.P.D492","numeric_suffix",95%,,
"louissep15","LAW.P.D493","LAW.P.D493","numeric_suffix",95%,,
"louissep15","LAW.P.D494","LAW.P.D494","numeric_suffix",95%,,
"louissep15","LAW.P.D495","LAW.P.D495","numeric_suffix",95%,,
"louissep15","LAW.P.D496","LAW.P.D496","numeric_suffix",95%,,
"louissep15","LAW.P.D497","LAW.P.D497","numeric_suffix",95%,,
"louissep15","LAW.P.D498","LAW.P.D498","numeric_suffix",95%,,
"louissep15","LAW.P.D499","LAW.P.D499","numeric_suffix",95%,,
"louissep15","LAW.P.D500","LAW.P.D500","numeric_suffix",95%,,
"louissep15","LAW.P.D501","LAW.P.D501","numeric_suffix",95%,,
"louissep15","LAW.P.D502","LAW.P.D502","numeric_suffix",95%,,
"louissep15","LAW.P.D503","LAW.P.D503","numeric_suffix",95%,,
"louissep15","LAW.P.D504","LAW.P.D504","numeric_suffix",95%,,
"louissep15","LAW.P.D505","LAW.P.D505","numeric_suffix",95%,,
"louissep15","LAW.P.D506","LAW.P.D506","numeric_suffix",95%,,
"louissep15","LAW.P.D507","LAW.P.D507","numeric_suffix",95%,,
"louissep15","LAW.P.D508","LAW.P.D508","numeric_suffix",95%,,
"louissep15","LAW.P.D509","LAW.P.D509","numeric_suffix",95%,,
"louissep15","LAW.P.D510","LAW.P.D510","numeric_suffix",95%,,
"louissep15","LAW.P.D511","LAW.P.D511","numeric_suffix",95%,,
"louissep15","LAW.P.D512","LAW.P.D512","numeric_suffix",95%,,
"louissep15","LAW.P.D513","LAW.P.D513","numeric_suffix",95%,,
"louissep15","LAW.P.D514","LAW.P.D514","numeric_suffix",95%,,
"louissep15","LAW.P.D515","LAW.P.D515","numeric_suffix",95%,,
"louissep15","LAW.P.D516","LAW.P.D516","numeric_suffix",95%,,
"louissep15","LAW.P.D517","LAW.P.D517","numeric_suffix",95%,,
"louissep15","LAW.P.D518","LAW.P.D518","numeric_suffix",95%,,
"louissep15","LAW.P.D519","LAW.P.D519","numeric_suffix",95%,,
"louissep15","LAW.P.D520","LAW.P.D520","numeric_suffix",95%,,
"louissep15","LAW.P.D521","LAW.P.D521","numeric_suffix",95%,,
"louissep15","LAW.P.D522","LAW.P.D522","numeric_suffix",95%,,
"louissep15","LAW.P.D523","LAW.P.D523","numeric_suffix",95%,,
"louissep15","LAW.P.D524","LAW.P.D524","numeric_suffix",95%,,
"louissep15","LAW.P.D525","LAW.P.D525","numeric_suffix",95%,,
"louissep15","LAW.P.D526","LAW.P.D526","numeric_suffix",95%,,
"louissep15","LAW.P.D527","LAW.P.D527","numeric_suffix",95%,,
"louissep15","LAW.P.D528","LAW.P.D528","numeric_suffix",95%,,
"louissep15","LAW.P.D529","LAW.P.D529","numeric_suffix",95%,,
"louissep15","LAW.P.D530","LAW.P.D530","numeric_suffix",95%,,
"louissep15","LAW.P.D531","LAW.P.D531","numeric_suffix",95%,,
"louissep15","LAW.P.D532","LAW.P.D532","numeric_suffix",95%,,
"louissep15","LAW.P.D533","LAW.P.D533","numeric_suffix",95%,,
"louissep15","LAW.P.D534","LAW.P.D534","numeric_suffix",95%,,
"louissep15","LAW.P.D535","LAW.P.D535","numeric_suffix",95%,,
"louissep15","LAW.P.D536","LAW.P.D536","numeric_suffix",95%,,
"louissep15","LAW.P.D537","LAW.P.D537","numeric_suffix",95%,,
"louissep15","LAW.P.D538","LAW.P.D538","numeric_suffix",95%,,
"louissep15","LAW.P.D539","LAW.P.D539","numeric_suffix",95%,,
"louissep15","LAW.P.D540","LAW.P.D540","numeric_suffix",95%,,
"louissep15","LAW.P.D541","LAW.P.D541","numeric_suffix",95%,,
"louissep15","LAW.P.D542","LAW.P.D542","numeric_suffix",95%,,
"louissep15","LAW.P.D543","LAW.P.D543","numeric_suffix",95%,,
"louissep15","LAW.P.D544","LAW.P.D544","numeric_suffix",95%,,
"louissep15","LAW.P.D545","LAW.P.D545","numeric_suffix",95%,,
"louissep15","LAW.P.D546","LAW.P.D546","numeric_suffix",95%,,
"louissep15","LAW.P.D547","LAW.P.D547","numeric_suffix",95%,,
"louissep15","LAW.P.D548","LAW.P.D548","numeric_suffix",95%,,
"louissep15","LAW.P.D549","LAW.P.D549","numeric_suffix",95%,,
"louissep15","LAW.P.D550","LAW.P.D550","numeric_suffix",95%,,
"louissep15","LAW.P.D551","LAW.P.D551","numeric_suffix",95%,,
"louissep15","LAW.P.D552","LAW.P.D552","numeric_suffix",95%,,
"louissep15","LAW.P.D553","LAW.P.D553","numeric_suffix",95%,,
"louissep15","LAW.P.D554","LAW.P.D554","numeric_suffix",95%,,
"louissep15","LAW.P.D555","LAW.P.D555","numeric_suffix",95%,,
"louissep15","LAW.P.D556","LAW.P.D556","numeric_suffix",95%,,
"louissep15","LAW.P.D557","LAW.P.D557","numeric_suffix",95%,,
"louissep15","LAW.P.D558","LAW.P.D558","numeric_suffix",95%,,
"louissep15","LAW.P.D559","LAW.P.D559","numeric_suffix",95%,,
"louissep15","LAW.P.D560","LAW.P.D560","numeric_suffix",95%,,
"louissep15","LAW.P.D561","LAW.P.D561","numeric_suffix",95%,,
"louissep15","LAW.P.D562","LAW.P.D562","numeric_suffix",95%,,
"louissep15","LAW.P.D563","LAW.P.D563","numeric_suffix",95%,,
"louissep15","LAW.P.D564","LAW.P.D564","numeric_suffix",95%,,
"louissep15","LAW.P.D565","LAW.P.D565","numeric_suffix",95%,,
"louissep15","LAW.P.D566","LAW.P.D566","numeric_suffix",95%,,
"louissep15","LAW.P.D567","LAW.P.D567","numeric_suffix",95%,,
"louissep15","LAW.P.D568","LAW.P.D568","numeric_suffix",95%,,
"louissep15","LAW.P.D569","LAW.P.D569","numeric_suffix",95%,,
"louissep15","LAW.P.D570","LAW.P.D570","numeric_suffix",95%,,
"louissep15","LAW.P.D571","LAW.P.D571","numeric_suffix",95%,,
"louissep15","LAW.P.D572","LAW.P.D572","numeric_suffix",95%,,
"louissep15","LAW.P.D573","LAW.P.D573","numeric_suffix",95%,,
"louissep15","LAW.P.D574","LAW.P.D574","numeric_suffix",95%,,
"louissep15","LAW.P.D575","LAW.P.D575","numeric_suffix",95%,,
"louissep15","LAW.P.D576","LAW.P.D576","numeric_suffix",95%,,
"louissep15","LAW.P.D577","LAW.P.D577","numeric_suffix",95%,,
"louissep15","LAW.P.D578","LAW.P.D578","numeric_suffix",95%,,
"louissep15","LAW.P.D579","LAW.P.D579","numeric_suffix",95%,,
"louissep15","LAW.P.D580","LAW.P.D580","numeric_suffix",95%,,
"louissep15","LAW.P.D581","LAW.P.D581","numeric_suffix",95%,,
"louissep15","LAW.P.D582","LAW.P.D582","numeric_suffix",95%,,
"louissep15","LAW.P.D583","LAW.P.D583","numeric_suffix",95%,,
"louissep15","LAW.P.D584","LAW.P.D584","numeric_suffix",95%,,
"louissep15","LAW.P.D585","LAW.P.D585","numeric_suffix",95%,,
"louissep15","LAW.P.D586","LAW.P.D586","numeric_suffix",95%,,
"louissep15","LAW.P.D587","LAW.P.D587","numeric_suffix",95%,,
"louissep15","LAW.P.D588","LAW.P.D588","numeric_suffix",95%,,
"louissep15","LAW.P.D589","LAW.P.D589","numeric_suffix",95%,,
"louissep15","LAW.P.D590","LAW.P.D590","numeric_suffix",95%,,
"louissep15","LAW.P.D591","LAW.P.D591","numeric_suffix",95%,,
"louissep15","LAW.P.D592","LAW.P.D592","numeric_suffix",95%,,
"louissep15","LAW.P.D593","LAW.P.D593","numeric_suffix",95%,,
"louissep15","LAW.P.D594","LAW.P.D594","numeric_suffix",95%,,
"louissep15","LAW.P.D595","LAW.P.D595","numeric_suffix",95%,,
"louissep15","LAW.P.D596","LAW.P.D596","numeric_suffix",95%,,
"louissep15","LAW.P.D597","LAW.P.D597","numeric_suffix",95%,,
"louissep15","LAW.P.D598","LAW.P.D598","numeric_suffix",95%,,
"louissep15","LAW.P.D599","LAW.P.D599","numeric_suffix",95%,,
"louissep15","LAW.P.D600","LAW.P.D600","numeric_suffix",95%,,
"louissep15","LAW.P.D601","LAW.P.D601","numeric_suffix",95%,,
"louissep15","LAW.P.D602","LAW.P.D602","numeric_suffix",95%,,
"louissep15","LAW.P.D603","LAW.P.D603","numeric_suffix",95%,,
"louissep15","LAW.P.D604","LAW.P.D604","numeric_suffix",95%,,
"louissep15","LAW.P.D605","LAW.P.D605","numeric_suffix",95%,,
"louissep15","LAW.P.D606","LAW.P.D606","numeric_suffix",95%,,
"louissep15","LAW.P.D607","LAW.P.D607","numeric_suffix",95%,,
"louissep15","LAW.P.D608","LAW.P.D608","numeric_suffix",95%,,
"louissep15","LAW.P.D609","LAW.P.D609","numeric_suffix",95%,,
"louissep15","LAW.P.D610","LAW.P.D610","numeric_suffix",95%,,
"louissep15","LAW.P.D611","LAW.P.D611","numeric_suffix",95%,,
"louissep15","LAW.P.D612","LAW.P.D612","numeric_suffix",95%,,
"louissep15","LAW.P.D613","LAW.P.D613","numeric_suffix",95%,,
"louissep15","LAW.P.D614","LAW.P.D614","numeric_suffix",95%,,
"louissep15","LAW.P.D615","LAW.P.D615","numeric_suffix",95%,,
"louissep15","LAW.P.D616","LAW.P.D616","numeric_suffix",95%,,
"louissep15","LAW.P.D617","LAW.P.D617","numeric_suffix",95%,,
"louissep15","LAW.P.D618","LAW.P.D618","numeric_suffix",95%,,
"louissep15","LAW.P.D619","LAW.P.D619","numeric_suffix",95%,,
"louissep15","LAW.P.D620","LAW.P.D620","numeric_suffix",95%,,
"louissep15","LAW.P.D621","LAW.P.D621","numeric_suffix",95%,,
"louissep15","LAW.P.D622","LAW.P.D622","numeric_suffix",95%,,
"louissep15","LAW.P.D623","LAW.P.D623","numeric_suffix",95%,,
"louissep15","LAW.P.D624","LAW.P.D624","numeric_suffix",95%,,
"louissep15","LAW.P.D625","LAW.P.D625","numeric_suffix",95%,,
"louissep15","LAW.P.D626","LAW.P.D626","numeric_suffix",95%,,
"louissep15","LAW.P.D627","LAW.P.D627","numeric_suffix",95%,,
"louissep15","LAW.P.D628","LAW.P.D628","numeric_suffix",95%,,
"louissep15","LAW.P.D629","LAW.P.D629","numeric_suffix",95%,,
"louissep15","LAW.P.D630","LAW.P.D630","numeric_suffix",95%,,
"louissep15","LAW.P.D631","LAW.P.D631","numeric_suffix",95%,,
